split,policy,num_seeds,mean_initial_layout_score,std_initial_layout_score,mean_final_layout_score,std_final_layout_score,mean_layout_score_improvement,std_layout_score_improvement,mean_total_reward,std_total_reward,mean_episode_length,std_episode_length
val,fixed::cool_down_layout,5,0.5104955805056772,0.0042956878702989235,0.6697116557464332,0.0026280879348480686,0.159216075240756,0.004459831060194521,0.21818724081539925,0.004559995838526851,5.0,0.0
val,fixed::expand_and_explore,5,0.5104955805056772,0.0042956878702989235,0.688183970435554,0.003576938192851826,0.17768838992987676,0.005677584250787237,0.22015090975599785,0.006257033059136022,5.0,0.0
val,fixed::expand_and_stabilize,5,0.5104955805056772,0.0042956878702989235,0.6830606548896888,0.0019151874475500908,0.17256507438401153,0.003844416328282598,0.22630677593403142,0.004992951962531239,5.0,0.0
val,fixed::large_decrease_cooling_rate,5,0.5104955805056772,0.0042956878702989235,0.6740522979209361,0.002325053927186765,0.16355671741525885,0.004527341041345202,0.22288743191289484,0.004620655629630064,5.0,0.0
val,fixed::large_decrease_k,5,0.5104955805056772,0.0042956878702989235,0.6704068095672204,0.003895758524758702,0.15991122906154306,0.004476053902250161,0.21893345173582812,0.004688624123373355,5.0,0.0
val,fixed::large_decrease_temperature,5,0.5104955805056772,0.0042956878702989235,0.6781826370448097,0.0023590927999849647,0.1676870565391325,0.004879380430041977,0.22652119334090903,0.0053573608692107245,5.0,0.0
val,fixed::large_increase_cooling_rate,5,0.5104955805056772,0.0042956878702989235,0.67210184504754,0.0012250793494178976,0.16160626454186272,0.003315166497336233,0.21032869514053193,0.0030568229209917,5.0,0.0
val,fixed::large_increase_k,5,0.5104955805056772,0.0042956878702989235,0.6856582180471019,0.0018880539087527597,0.17516263754142467,0.004176401748737721,0.21727314347200716,0.005978672198104364,5.0,0.0
val,fixed::large_increase_temperature,5,0.5104955805056772,0.0042956878702989235,0.6870697979258626,0.004805962272521671,0.17657421742018536,0.00550450329034449,0.22491969053052693,0.004999038688356491,5.0,0.0
val,fixed::no_change,5,0.5104955805056772,0.0042956878702989235,0.6826391358034204,0.004144506910276535,0.17214355529774322,0.006662293374533274,0.23107792545801162,0.007122816330894217,5.0,0.0
val,fixed::reheat_layout,5,0.5104955805056772,0.0042956878702989235,0.6795443169154629,0.0030641715185542513,0.16904873640978577,0.005239577123710655,0.21345902856447213,0.0063696692898943435,5.0,0.0
val,fixed::reset_cooling_rate_to_default,5,0.5104955805056772,0.0042956878702989235,0.6826391358034204,0.004144506910276535,0.17214355529774322,0.006662293374533274,0.23107792545801162,0.007122816330894217,5.0,0.0
val,fixed::reset_k_to_default,5,0.5104955805056772,0.0042956878702989235,0.6826391358034204,0.004144506910276535,0.17214355529774322,0.006662293374533274,0.23107792545801162,0.007122816330894217,5.0,0.0
val,fixed::reset_temperature_to_default,5,0.5104955805056772,0.0042956878702989235,0.6866977441019747,0.001891691259547681,0.1762021635962974,0.0035270967222289155,0.22138222592604814,0.0035566994147053286,5.0,0.0
val,fixed::small_decrease_cooling_rate,5,0.5104955805056772,0.0042956878702989235,0.6808264457996698,0.003378912769739003,0.17033086529399238,0.00611837284973529,0.22817988346561346,0.0071264782079168655,5.0,0.0
val,fixed::small_decrease_k,5,0.5104955805056772,0.0042956878702989235,0.6816684120216555,0.0039136538487272,0.17117283151597834,0.005940982749227447,0.2279089917969471,0.006126192628924118,5.0,0.0
val,fixed::small_decrease_temperature,5,0.5104955805056772,0.0042956878702989235,0.6813106746400189,0.0036029508486013174,0.17081509413434157,0.006194096769871237,0.2263893371607733,0.006610324763314351,5.0,0.0
val,fixed::small_increase_cooling_rate,5,0.5104955805056772,0.0042956878702989235,0.6878585763090876,0.0026360865231999644,0.17736299580341053,0.005817028382130362,0.22473347033752655,0.007098866190110232,5.0,0.0
val,fixed::small_increase_k,5,0.5104955805056772,0.0042956878702989235,0.6840170607058511,0.0027783319799366706,0.17352148020017386,0.0049588360202676976,0.2245652538369209,0.005357262191387119,5.0,0.0
val,fixed::small_increase_temperature,5,0.5104955805056772,0.0042956878702989235,0.6845986593163891,0.003467106994901801,0.1741030788107118,0.005700471506679969,0.2270127884668005,0.006040029948620867,5.0,0.0
val,ppo,5,0.5104955805056772,0.0042956878702989235,0.6971266998450151,0.0034393057876690785,0.1866311193393378,0.005994505241532601,0.2513331402981775,0.006187560864089337,5.0,0.0
val,random,5,0.5104955805056772,0.0042956878702989235,0.6828031184569772,0.002971441401449872,0.1723075379512998,0.0036810085920750794,0.22927422526628324,0.0024843561871943946,5.0,0.0
